artist,album,track,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
SoMo,The Answers,Want It,2M9mHYr0bR0hajwzDMU74g,0.666,0.536,6,-7.934,0,0.0415,0.354,0.0,0.19,0.0837,125.033,265107,4
Skylar Stecker,Only Want You,Only Want You,06GB94ySbpEt6LMA3P0Yzv,0.705,0.821,7,-3.305,1,0.0395,0.00857,0.0,0.0589,0.535,99.998,201340,4
Pentatonix,Imagine,Imagine,7j3rAd52Vcqcog8UfSXh7X,0.242,0.353,11,-7.019,1,0.0304,0.731,0.0,0.0935,0.215,142.081,262596,4
Leon Else,The City Don't Care (feat. Oliver),The City Don't Care (feat. Oliver),6j3sRrbfDA4vzXn7LctA6L,0.813,0.636,1,-5.48,0,0.0293,0.00821,3.17e-05,0.195,0.526,113.008,234820,4
Jorja Smith,Beautiful Little Fools,Beautiful Little Fools,1NEg5LHpn3reJ79r6IY0M6,0.525,0.402,5,-10.57,0,0.0876,0.778,0.136,0.322,0.136,130.099,216498,4
Brenda Mada,House Party,House Party,5Vv8GTnDTZlGqwTg9zDcar,0.727,0.386,4,-9.431,0,0.164,0.0908,0.0,0.0628,0.741,80.003,182587,4
Louis Futon,Surreal,Surreal,03D9dvJvM8hvoZ90babytA,0.301,0.654,0,-5.892,1,0.237,0.236,0.0,0.128,0.203,177.941,238652,4
Work Drugs,Giving up the Feeling,Giving up the Feeling,3JPANDWYJLuCI0T4hGZJaj,0.866,0.658,10,-6.233,0,0.0532,0.12,0.0431,0.331,0.92,115.995,226625,4
Lissie,Catching A Tiger,Everywhere I Go,6TK1td7il9OFbaMsZBslXS,0.427,0.194,7,-10.402,1,0.0346,0.882,0.0,0.0889,0.155,92.595,247293,4
Lissie,Mother,Mother,17juqTWuH9wt1WHJZm3g0E,0.372,0.282,4,-7.251,0,0.0325,0.275,9.81e-05,0.111,0.183,114.601,241320,4
Lissie,Covered Up With Flowers,Bad Romance,4vdnC0qoyb89SmCow0OT4m,0.409,0.631,9,-5.109,0,0.029,0.000565,0.00075,0.69,0.275,116.207,340693,4
Lissie,Covered Up With Flowers,Pursuit of Happiness,1Draceu0Ut29F656wpuLkw,0.385,0.704,11,-7.53,0,0.0461,0.00123,4.76e-05,0.955,0.278,121.179,302973,4
Lissie,My Wild West,Don't You Give Up On Me,0AoUNkrVRDrH3rtTYwez85,0.601,0.728,1,-7.568,0,0.0326,0.00886,0.00613,0.168,0.429,127.959,255779,4
Lissie,Shameless,Shameless,7vK5YmqpVaGGgFuxYHgp2y,0.513,0.766,0,-5.984,1,0.0637,0.000905,1.48e-06,0.387,0.481,144.023,201013,4
Jacob Latimore,Connection,Remember Me,4dLOsDCJtv1HLaMj572BLB,0.831,0.608,0,-7.202,1,0.0822,0.0318,0.0,0.114,0.306,106.035,176151,4
Boz Scaggs,Silk Degrees,Lido Shuffle,2NtqZmfRIDkXJ2YvY2Kv1F,0.593,0.783,10,-4.716,1,0.0358,0.0165,7.26e-05,0.167,0.646,141.345,221613,4
"Blood, Sweat & Tears",Greatest Hits,You've Made Me So Very Happy,1MwqyDhMCZYjkuUFuSSKm3,0.411,0.495,3,-10.665,0,0.0523,0.328,0.0,0.712,0.507,93.436,208933,4
Good Times Ahead,Good Times Ahead,Little Bit of This (feat. Vince Staples),1K0VQGwAHUSavDdPZ2aTAY,0.841,0.765,11,-5.931,1,0.157,0.00515,2.57e-05,0.157,0.547,117.973,168255,4
Kim Cesarion,Therapy,Therapy,0Nw0Z2VXKuiFSikzWvgqR6,0.634,0.698,9,-6.209,0,0.0339,0.00514,0.0,0.219,0.22,100.072,207471,4
The Shins,Mildenhall,Mildenhall,5iDlkegT5qAvGJrkvedIgo,0.701,0.569,0,-7.74,1,0.0303,0.673,0.0199,0.363,0.815,134.867,199533,4
TeamMate,TeamMate,Damage,0sqXCP6tUl8OeuqGPR5naS,0.478,0.872,2,-3.573,1,0.0429,0.0369,4.46e-05,0.171,0.523,80.958,223735,4
TeamMate,TeamMate,Don't Count Me Out,2WFZlaPQiuGwdQWDhMnKrJ,0.524,0.882,0,-3.502,1,0.0472,0.0237,0.0,0.782,0.485,89.969,206397,4
Johnossi,Blood Jungle,Air Is Free,1xiSJNdlIcV4Wkw0htbpMt,0.385,0.893,5,-3.428,1,0.114,0.0147,7.31e-06,0.123,0.484,173.784,221293,4
Johnossi,Johnossi,Man Must Dance,7FxmsmphMyy09gdqGHeqFC,0.664,0.447,11,-8.525,0,0.0302,0.195,0.0,0.101,0.539,87.522,155373,4
Johnossi,Blood Jungle,Hands,3uBOZMDn7O12jgrxykdlQQ,0.592,0.795,2,-4.745,1,0.0356,0.0862,2.36e-05,0.304,0.387,121.995,227133,4
The Big Moon,Love In The 4th Dimension,Sucker,3Hzk2jGLWjUQJ2aAPmdtbB,0.461,0.755,2,-4.854,1,0.0499,0.112,4.04e-05,0.367,0.455,92.563,222227,3
The Big Moon,Love In The 4th Dimension,Formidable,2SBzyzjN6a75JGvCddno2J,0.401,0.65,0,-5.204,1,0.037,0.447,2.56e-06,0.105,0.385,144.802,175800,4
The Big Moon,Love In The 4th Dimension,Cupid,3dvvQrTIzBbPh5egjpSs1n,0.468,0.716,0,-4.854,1,0.0499,0.0514,0.0952,0.0766,0.375,108.115,223987,4
Willie J Healey,Greys,Greys,1vAwIwxqHdPa3yWd14c4zY,0.381,0.743,7,-4.149,1,0.0755,0.0072,0.00198,0.142,0.734,141.536,162680,4
Willie J Healey,Hey Big Moon - EP,Best Friend's Sister,52TdT3k65bZlAkPKKqqe2m,0.759,0.436,0,-8.355,1,0.0406,0.157,0.9,0.269,0.361,119.519,218667,4
Willie J Healey,Hey Big Moon - EP,Satellite,6h49oB9sFYXNJWPyisSPAD,0.499,0.348,0,-11.983,1,0.0313,0.884,0.0141,0.0931,0.224,105.886,218027,4
Willie J Healey,HD Malibu,Subterraneans,1xK8d8CjyezmA361G24Cyz,0.657,0.35,7,-9.346,1,0.0292,0.0997,0.415,0.234,0.32,129.979,343489,4
Willie J Healey,Saturday Night Feeling,Saturday Night Feeling,4nKgsBVmRUg7bGWXUphtzg,0.77,0.289,4,-11.796,1,0.0321,0.384,0.271,0.0852,0.145,141.989,252205,4
L.A. Salami,The Prelude,Day to Day for 6 Days a Week,4TRRAsZlSanRqzmsCaJ5XM,0.593,0.357,11,-10.813,1,0.0693,0.875,0.0,0.112,0.352,111.689,306618,4
L.A. Salami,The Prelude,Jianni's from Australia (She'll Get By Fine),1K96cDHhmM9q1Zdj4GzlTT,0.532,0.686,4,-7.569,1,0.0342,0.275,5.75e-06,0.217,0.411,108.638,265850,4
L.A. Salami,Dancing With Bad Grammar: The Directors Cut,Going Mad as the Street Bins,2yecibnJpmzVOJXwxV06HX,0.588,0.565,0,-8.13,1,0.0679,0.421,0.0,0.144,0.259,99.445,200627,4
L.A. Salami,Going Mad as the Street Bins,I Shook Hands With the Strange Boys,3KJ2sZYDugc69bf3k4zvXl,0.508,0.23,6,-13.192,1,0.0358,0.961,0.0611,0.111,0.16,135.895,197542,4
L.A. Salami,Another Shade of Blue,Gets You Wondering,0aGGeUdhIsK0oJzHKsDmN8,0.541,0.357,8,-14.267,1,0.21,0.713,5.63e-06,0.116,0.428,100.928,269293,4
L.A. Salami,Dancing With Bad Grammar: The Directors Cut,& Bird,79IOzh5XxbXf5YUv3jB4i7,0.6,0.335,0,-10.594,1,0.0344,0.907,0.000917,0.115,0.312,126.432,257413,4
Old 97's,Hit By A Train: The Best Of Old 97's,Question,5T936HyDwKBmfEySj7JGf0,0.608,0.271,0,-10.557,1,0.0267,0.516,1.29e-06,0.152,0.621,80.129,135973,4
Old 97's,Hit By A Train: The Best Of Old 97's,Timebomb,4KU0aSzKcROJhrwTdt3L2C,0.292,0.95,0,-4.654,1,0.0803,0.00321,0.00388,0.297,0.331,143.115,188747,4
Milky Chance,Sadnecessary,Stolen Dance,2jiPHbFX5XM8TjaTfYJ0eo,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,4
Milky Chance,Blossom (Deluxe),Ego,7JgYCXSih0sY1EnNImzwdH,0.735,0.787,7,-6.176,1,0.0372,0.0863,3.54e-06,0.0608,0.726,128.015,232213,4
Milky Chance,Sadnecessary,Flashed Junk Mind,7EuTFqQnMZoIaGisMRCtf6,0.839,0.84,11,-8.721,1,0.0474,0.389,0.0319,0.114,0.904,117.98,262000,4
Milky Chance,Sadnecessary,Down By The River,4XtjTuZHA6F9NIblpvpXOf,0.688,0.697,9,-7.955,1,0.0485,0.753,6.21e-05,0.109,0.46,114.03,241053,4
Milky Chance,Sadnecessary,Fairytale,4JQQFICIr3W7dBkrpY95eF,0.756,0.806,7,-9.188,0,0.0309,0.0741,0.162,0.101,0.938,106.023,256000,4
Milky Chance,Blossom (Deluxe),Blossom,0fHZirprNSLEc1OLs1OiwL,0.75,0.676,4,-6.651,1,0.0281,0.0295,3.15e-05,0.0749,0.851,119.99,254587,4
Milky Chance,Sadnecessary,Stunner,3BPxce9VMdzkDNNNVIC1Zq,0.733,0.811,9,-7.745,1,0.046,0.102,0.0,0.195,0.894,98.012,288000,4
Jain,Zanaka,Come,1YrC8s6yZWw23QxW6rfM9f,0.818,0.783,1,-6.534,1,0.0444,0.232,0.00886,0.0803,0.819,99.992,162267,4
Jain,Zanaka,Makeba,5JdLUE9D743ob2RtgmVpVx,0.824,0.656,2,-9.432,1,0.0704,0.388,0.506,0.253,0.418,116.068,249533,4
Jain,Zanaka,Heads Up,4JA4WlneNuzHNMyeTtK2Vu,0.794,0.549,5,-8.958,0,0.14,0.369,0.118,0.085,0.401,131.953,211173,4
Jain,Zanaka,Mr Johnson,5gsSDoHxU2qSIGKJ48fac7,0.874,0.655,0,-6.966,1,0.0392,0.629,0.00338,0.0952,0.614,105.024,183800,4
Jain,Zanaka,Lil Mama,2ePAdzQlLhUbj6uJ9M3Yo2,0.887,0.494,5,-6.278,0,0.0331,0.309,1.2e-05,0.0777,0.606,99.196,158280,4
Jain,Zanaka,Hope,76eBDa66hyNJyS97c5CuNi,0.877,0.694,10,-8.124,1,0.136,0.444,1.73e-05,0.0838,0.639,120.08,194533,4
Jain,Zanaka,So Peaceful,0MZG9BTLqN6D6mBnyNQfUr,0.73,0.638,0,-7.451,1,0.0345,0.14,0.00959,0.236,0.408,120.037,239520,4
Jain,Zanaka,All my Days,4xNp0cQWXQ65hs3nUCU1SV,0.648,0.355,4,-10.272,1,0.0305,0.597,0.0,0.0783,0.227,107.992,227987,4
Jain,Zanaka - EP,Dynabeat,2n1Bg0FjuKy7YEKrGyheay,0.911,0.613,2,-4.63,1,0.0476,0.0787,0.0,0.0196,0.575,110.021,172573,4
Jain,Zanaka,Hob,0OLUGU7cl7NrhOJLfHAkI1,0.895,0.67,4,-5.932,1,0.0611,0.313,0.000953,0.116,0.849,96.991,145000,4
Zara Larsson,So Good,What They Say,1TOiDnIY8HgPyDLSR08QXq,0.407,0.588,1,-8.056,1,0.0531,0.00898,0.0,0.131,0.25,75.188,218947,4
Zara Larsson,So Good,Lush Life,1rIKgCH4H52lrvDcz50hS8,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,201122,4
Zara Larsson,So Good,I Would Like,4Q4jmPHwu0wrJvqrld0FQ6,0.486,0.713,2,-3.949,0,0.0524,0.0853,0.0,0.0839,0.297,121.028,226720,4
Zara Larsson,So Good,So Good (feat. Ty Dolla $ign),54LGxQGf5LPXNGjtzDZ5IE,0.726,0.576,0,-7.341,1,0.146,0.085,0.0,0.0458,0.783,82.055,166707,4
Zara Larsson,So Good,TG4M,4uoumbAMEMaKdtiv763jKz,0.667,0.648,3,-6.398,0,0.0626,0.0235,1.52e-05,0.0427,0.589,95.031,172893,4
Zara Larsson,So Good,Only You,5SleX0NFeODNY7Xenal3gr,0.547,0.592,5,-7.294,0,0.0388,0.496,1.26e-06,0.168,0.451,164.027,222373,4
Zara Larsson,So Good,Sundown (feat. WizKid),1yQ8woSt5tJ7pGJyQGuc2q,0.638,0.647,10,-6.866,1,0.169,0.0288,1.78e-06,0.0712,0.273,103.836,205773,4
Zara Larsson,So Good,Don't Let Me Be Yours,65ACnVMmePTp8Xdk11jP2y,0.792,0.428,4,-6.931,1,0.0671,0.198,0.0,0.15,0.499,112.067,199053,4
Zara Larsson,So Good,Make That Money Girl,1DJY8zj0Cbglv1kMjDivke,0.539,0.433,11,-8.84,1,0.0307,0.00431,0.000895,0.282,0.114,85.042,198880,4
Zara Larsson,So Good,Ain't My Fault,0ADG9OgdVTL7fgREP75BrZ,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,224031,4
Zara Larsson,So Good,One Mississippi,7oArXBmMlLCtZdUkXWQZGs,0.52,0.512,0,-7.533,0,0.141,0.139,0.0,0.101,0.321,147.963,187907,4
Zara Larsson,So Good,Funeral,75gU1E0ou9Kf8GBVwGs1Xk,0.53,0.637,7,-6.307,1,0.0526,0.0898,5.83e-06,0.129,0.343,119.844,215707,4
Zara Larsson,So Good,I Can't Fall in Love Without You,4VPXFi4vFTtS9wHe6oMQaT,0.485,0.332,4,-9.244,1,0.0338,0.784,0.000122,0.146,0.273,130.813,180640,4
Clean Bandit,What Is Love? (Deluxe Edition),Symphony (feat. Zara Larsson),72gv4zhNvRVdQA0eOenCal,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,212733,4
Tinashe,Flame,Flame,4lH5AKFeldnkq8wRikIqWP,0.631,0.845,5,-3.143,1,0.0489,0.0577,0.0,0.0999,0.53,81.995,186463,4
POWERS,Man On The Moon,Man On The Moon,3uD008epVheNfGjnZCKDRg,0.662,0.622,8,-7.287,0,0.0345,0.0106,0.000843,0.197,0.732,92.006,263013,4
Céline Dion,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),How Does A Moment Last Forever,0CJvw1j88DGbvDhqmjJgc8,0.281,0.273,1,-9.128,1,0.0325,0.89,0.0,0.287,0.348,79.893,217537,4
Ewan McGregor,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),Be Our Guest,1LJtyvOmNOyp0DRpq9of29,0.425,0.6,2,-7.641,1,0.0659,0.412,0.0,0.073,0.525,114.161,288763,4
Adam Mitchell,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),Days In The Sun,2ppkGKabWsSgNV4fvOldQb,0.299,0.269,10,-9.719,1,0.0296,0.938,2.36e-06,0.162,0.161,93.558,160349,4
Emma Thompson,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),Beauty and the Beast,0sXJUHfwsocaJaLM5osoWX,0.211,0.23,7,-12.518,0,0.0349,0.797,1.98e-05,0.0991,0.102,87.641,199510,4
Feist,The Reminder,1234,49CP2usyaN98EdtrOWXnal,0.71,0.484,2,-7.415,1,0.049,0.217,3.93e-06,0.0879,0.576,109.951,183667,4
Feist,Let It Die,Mushaboom,30z3PlzkPYVNUzhpkTT3UY,0.73,0.526,3,-8.713,1,0.0322,0.276,0.00127,0.0681,0.848,88.733,223413,4
Feist,Metals,How Come You Never Go There,6lShATx9Yx5cFZD23DTOuc,0.778,0.413,9,-8.17,0,0.0431,0.614,0.000641,0.401,0.223,123.462,204627,3
Feist,The Reminder,I Feel It All,23OrF21uaneid9zIa0Vx74,0.556,0.672,2,-5.933,1,0.0472,0.479,1.06e-05,0.0981,0.664,172.006,219480,4
Feist,The Reminder,So Sorry,5zfHtbQ0NeYKr6m52d8p3G,0.652,0.164,4,-11.318,1,0.0354,0.728,2.15e-05,0.226,0.175,108.16,191787,4
mansionz,Mansionz,Dennis Rodman,73cAKC1NbxHuFPcQ4slGtl,0.868,0.399,1,-5.245,1,0.1,0.0616,0.00319,0.124,0.635,96.004,190167,4
G-Eazy,Good Life (with G-Eazy & Kehlani),Good Life (with G-Eazy & Kehlani),0Oa9mHOnH14GZ4toWwkf4c,0.572,0.778,1,-5.208,1,0.233,0.00638,0.0,0.0563,0.54,168.073,225520,4
Machine Gun Kelly,bloom,At My Best (feat. Hailee Steinfeld),77lGafvlU68CeHgB2pkHC9,0.524,0.772,7,-6.696,0,0.152,0.00273,0.000169,0.224,0.237,169.855,199973,4
Weezer,Feels Like Summer,Feels Like Summer,6tNQw4RAj7oYogHXVzKJg8,0.468,0.939,11,-1.976,1,0.112,0.0139,9.25e-05,0.833,0.698,176.075,195390,4
Maren Morris,HERO (Deluxe Edition),80s Mercedes,58spuRyMUsjKHQHEGwLC99,0.485,0.834,9,-5.413,1,0.0715,0.0665,0.0,0.28,0.659,90.933,211767,4
Maren Morris,HERO (Deluxe Edition),My Church,1LM5zQv5pBKPyO7rm7Uz6U,0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,197931,4
Maren Morris,HERO (Deluxe Edition),I Could Use a Love Song,09iyGiljLWRYXdRazFkdtJ,0.638,0.634,6,-6.474,1,0.0468,0.214,0.0,0.0866,0.473,92.097,196422,4
Maren Morris,HERO (Deluxe Edition),Once,7BGilQ0KLnoEt00t4ShtSK,0.45,0.555,6,-6.247,1,0.038,0.018,0.0,0.104,0.217,117.093,236467,3
Maren Morris,HERO (Deluxe Edition),I Wish I Was,0CqvhN7ChNjQf4tHp5rKTv,0.645,0.62,11,-6.978,1,0.0433,0.71,0.0,0.106,0.714,84.984,240061,4
Maren Morris,HERO (Deluxe Edition),Drunk Girls Don't Cry,5zpZxvuwfG7IXZ2s6iT8CN,0.457,0.773,2,-5.647,1,0.194,0.111,0.0,0.861,0.752,180.061,211747,4
Maren Morris,HERO (Deluxe Edition),Sugar,41e2LhE1nFYh41vIteVA5u,0.565,0.755,4,-4.775,1,0.0785,0.19,0.0,0.0807,0.681,75.456,189147,4
Maren Morris,HERO (Deluxe Edition),Just Another Thing,47hVzpTqHP5qnVHVrqWKsD,0.594,0.599,1,-5.852,0,0.0343,0.213,0.0,0.143,0.797,98.959,178799,4
Maren Morris,HERO (Deluxe Edition),How It's Done,0ZUCKcWdFABozlSmojDyLZ,0.511,0.661,4,-6.12,0,0.0711,0.226,0.0,0.376,0.517,143.438,205620,4
Josh Groban,Closer (Special Edition),You Raise Me Up,1xugsCboIm1yILqpLvH9aD,0.25,0.136,10,-12.162,1,0.037,0.673,0.000157,0.107,0.0981,118.086,292333,4
Josh Groban,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),Evermore,4t90YkTzNWjis7HM2NqQLQ,0.219,0.362,9,-8.615,1,0.0327,0.794,1.03e-05,0.112,0.233,89.819,189478,1
Josh Groban,Josh Groban,To Where You Are,7go4n83IV0OO5Ztd1DlDh2,0.286,0.322,5,-9.288,1,0.0317,0.651,0.000335,0.0994,0.109,124.96,233893,4
Josh Groban,Awake,You Are Loved (Don't Give Up),4ETPEEP8uDsD66ooEINjHK,0.481,0.712,2,-6.485,1,0.0314,0.0284,0.205,0.108,0.122,103.993,288946,4
Josh Groban,The Polar Express (Original Motion Picture Soundtrack) [Special Edition],Believe,2vJAjPkVMPKkR3xd2wacZa,0.301,0.422,4,-7.561,1,0.029,0.62,0.0,0.0666,0.208,78.411,258400,4
Josh Groban,Josh Groban,The Prayer (with Charlotte Church),1WmEC0afDTqApN9vkgvi9G,0.21,0.351,9,-8.279,1,0.033,0.91,0.00197,0.196,0.152,82.423,264600,3
Josh Groban,Noël,Angels We Have Heard on High (with Brian McKnight),7yPtjVIw1fQ86Pug1Tuzbd,0.465,0.281,5,-12.202,1,0.0297,0.913,0.000656,0.115,0.262,110.035,210933,4
Josh Groban,Stages (Deluxe),"Pure Imagination (from ""Charlie and the Chocolate Factory"")",2Amj13n8K8JRaSNXh2C10G,0.268,0.266,1,-12.376,1,0.0357,0.868,0.000137,0.0978,0.0752,120.24,263267,5
Josh Groban,Stages (Deluxe),"Bring Him Home (from ""Les Misérables"")",5UfACd1R7ydQdNdmJheK8z,0.186,0.208,8,-10.789,1,0.0356,0.972,2.25e-05,0.0956,0.15,180.301,203853,4
Cold War Kids,Robbers & Cowards,Hang Me up to Dry,4goWmpceUK3FiZ8nP0u64A,0.507,0.918,11,-2.816,0,0.0309,0.0177,0.00157,0.501,0.696,92.39,218787,4
Cold War Kids,Dear Miss Lonelyhearts,Miracle Mile,4agspze1oj6HAw7EbL9wW2,0.355,0.867,2,-3.144,1,0.0738,0.00664,0.554,0.323,0.295,142.849,180133,4
Cold War Kids,Hold My Home,All This Could Be Yours,2cLXxc6sGWirePa2VTQuus,0.633,0.882,4,-1.857,0,0.0356,0.00062,5.24e-05,0.332,0.416,118.059,188547,4
Cold War Kids,Robbers & Cowards,We Used to Vacation,3MIOJcVkrMsjmCQ1hi6tNM,0.452,0.759,0,-4.258,1,0.0544,0.0104,0.0,0.165,0.374,101.949,241707,4
Cold War Kids,Robbers & Cowards,Hospital Beds,5PL2z5DnDXuTYMbyCdbh5Z,0.536,0.662,9,-4.656,1,0.0294,0.147,0.0632,0.132,0.129,93.857,279400,4
Cold War Kids,Behave Yourself,Audience of One,0yiBgBdr52nvzdtRc01Aaf,0.612,0.685,11,-6.444,1,0.0539,0.109,2.83e-05,0.11,0.586,88.17,182400,4
Cold War Kids,Hold My Home,Hot Coals,6Hxnf49lkTYlynab0sTKtt,0.606,0.811,11,-3.31,0,0.0311,0.00316,1.14e-06,0.291,0.874,170.0,207720,4
Mike WiLL Made-It,Ransom 2,On The Come Up (feat. Big Sean),7HwKzQBybHSHqdLv25VdtU,0.494,0.643,7,-6.211,1,0.294,0.0391,0.0,0.658,0.511,110.052,235886,4
Linkin Park,One More Light,Battle Symphony,3FQCJI2t5LTbsRPfYVBSVB,0.653,0.839,10,-5.077,1,0.0685,0.0369,0.0,0.068,0.669,149.034,216281,4
blink-182,California (Deluxe Edition),Parking Lot,64uZdV31gETtp8Pmg1KvWj,0.445,0.947,2,-2.513,1,0.124,0.00389,0.0,0.189,0.768,184.988,166227,4
Maren Morris,HERO (Deluxe Edition),Bummin' Cigarettes,1C9Pf4MPHdv0FtEGkHz8F4,0.542,0.566,10,-5.99,1,0.0561,0.366,5.14e-06,0.0979,0.408,153.479,186560,4
Cold War Kids,LA DIVINE,So Tied Up,3msS7xaelR4Oa0n7IwHkgF,0.587,0.894,0,-4.184,0,0.0402,0.0309,2.15e-05,0.179,0.81,104.993,189507,4
Frank Ocean,Chanel,Chanel,6Nle9hKrkL1wQpwNfEkxjh,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,210285,4
Smino,blkswn,Netflix & Dusse,4hP7NIeToP2hU6lyvIHPyp,0.729,0.329,7,-9.703,0,0.529,0.441,0.0,0.32,0.159,79.958,259339,4
Spoon,Hot Thoughts,Tear It Down,2kvCNfTHLXMm1Y10TccjPq,0.548,0.727,1,-4.876,0,0.0325,0.247,0.00953,0.0988,0.575,91.54,260293,4
Real Estate,In Mind,Darling,36PQh1G6h7n9VWB799fXpI,0.596,0.894,0,-5.407,1,0.0265,0.00878,0.00659,0.104,0.572,132.994,260387,5
Real Estate,Atlas,Talking Backwards,0ZwlxoHAnvkCRjsOrHAleU,0.408,0.875,5,-6.036,1,0.0301,0.0299,0.823,0.169,0.56,150.782,187733,4
Real Estate,Atlas,Had To Hear,4IAE7M8Qw88f59W0uqNujJ,0.556,0.765,7,-7.474,1,0.0319,0.135,0.732,0.149,0.499,125.72,290827,4
Real Estate,Real Estate,Beach Comber,3tPh7vkXySn2lUEH1NEPyO,0.392,0.835,0,-6.553,1,0.0596,0.0832,0.00982,0.0769,0.12,144.641,268467,4
Real Estate,Atlas,Crime,3msjDgdfwJ0Qcv2tXoisNN,0.585,0.868,2,-6.345,1,0.0279,0.122,0.446,0.356,0.739,120.697,195960,3
Real Estate,In Mind,Stained Glass,7BT9NNN1mNFU3l3u8hX6MW,0.52,0.849,2,-5.328,1,0.0314,9.54e-05,0.11,0.115,0.794,126.99,234400,4
Real Estate,Days,It's Real,1K9YlxsaqEDqTaGHOdPVRJ,0.419,0.856,2,-5.443,1,0.0298,0.00928,0.0964,0.124,0.721,152.009,168493,4
Real Estate,Atlas,Past Lives,4a5XE0MLRfMo7JmZFTxvR3,0.61,0.698,4,-8.44,0,0.0276,0.213,0.035,0.193,0.688,112.624,273080,4
Real Estate,Atlas,April's Song,5oWCTlfSwQ1KDx9Ie6HzoI,0.484,0.793,2,-7.588,1,0.0277,0.0829,0.974,0.142,0.638,138.749,212240,4
Real Estate,Atlas,The Bend,2R0hHt9nSvb91nfcstO5wG,0.548,0.683,9,-8.854,1,0.03,0.0819,0.635,0.0996,0.529,128.593,312147,4
1 AMVRKA,American Muscle,American Muscle,55l6kGGKacjxHPYubgsir2,0.687,0.452,5,-5.591,1,0.0629,0.00817,0.0,0.121,0.382,139.919,263230,4
Betty Who,Mama Say,Mama Say,5uoVsGuSf6cpsq4Kqx1MLC,0.793,0.656,11,-4.625,1,0.0674,0.0109,0.0,0.0596,0.594,95.013,191853,4
Amy Shark,Weekends,Weekends,7vEeYo34dX7geZhQVotCJi,0.28,0.772,11,-5.509,1,0.141,0.0423,4.58e-05,0.0725,0.356,153.034,190640,3
Mura Masa,Mura Masa,1 Night (feat. Charli XCX),06XuHBFQejxy9jhNBaHEwx,0.864,0.602,8,-6.102,1,0.0513,0.268,5.97e-06,0.0732,0.596,113.027,207693,4
Amy Shark,Adore,Adore,1rPCgtaIF0CyKRgAwhtpbF,0.592,0.438,1,-10.054,1,0.0391,0.193,0.0,0.0564,0.259,67.445,185000,4
Amy Shark,Spits on Girls,Spits on Girls,3gH77FPZuIqEMInBp89U2I,0.752,0.708,9,-8.484,1,0.0346,0.0945,5.99e-05,0.0749,0.781,125.499,212000,4
Bryce Fox,Burn Fast,Burn Fast,5kqVCS0pTuFomjxampGyep,0.596,0.578,1,-8.278,1,0.0239,0.0241,0.0,0.0813,0.412,87.009,186630,4
SAARA,Permission To Love,Permission To Love,3BwL1Ak8TaFZUYXpQZ2NBW,0.497,0.287,11,-8.918,1,0.032,0.953,0.00501,0.183,0.421,139.616,245468,4
SAARA,Ur Cool,Ur Cool,5K9h62vqTSumVdNvrBDhZP,0.629,0.741,0,-4.495,1,0.117,0.0213,0.0,0.0778,0.785,147.054,179999,4
SAARA,Honey,Honey,2MNyEDGw34fIRlUx3feDIp,0.644,0.766,5,-6.069,0,0.216,0.00413,0.0,0.159,0.149,141.925,246787,4
SAARA,Superpowers,Superpowers,1M87vy3LoJNmXRMvFOiIgN,0.634,0.783,1,-3.653,0,0.0567,0.0276,1.4e-06,0.144,0.379,118.113,209050,4
ZHU,Nightcrawler,Nightcrawler,4YixJQ4RxZnTBPNCeICR25,0.866,0.414,2,-9.405,1,0.0516,0.109,0.876,0.104,0.235,122.015,270930,4
Don Diablo,Children Of A Miracle,Children Of A Miracle,1zG3vdLkyPZG9l9tWkSnVn,0.53,0.812,6,-3.021,1,0.0472,0.169,0.0,0.141,0.325,144.809,189103,4
Bryce Fox,Heaven on Hold,Coldhearted,5u9GhIkVEUe6ATuvzxZC3e,0.283,0.655,9,-5.954,0,0.0699,0.0106,1.05e-06,0.0787,0.124,83.878,211720,4
Frances,Things I've Never Said (Deluxe),When It Comes To Us,50NEZSNLGu473nFv5Or6gg,0.773,0.403,1,-7.596,1,0.0902,0.855,0.036,0.107,0.261,86.007,249362,4
Jarryd James,High,How Do We Make It,3g1RcxR5cwHeYSPncPzdRi,0.654,0.484,4,-8.635,1,0.0498,0.289,0.0,0.0717,0.54,139.213,264413,4
Steve Moakler,Steel Town,Gold,4I2udBlW3AHMelII3ZC3aK,0.578,0.752,0,-4.847,1,0.0294,0.0474,0.0,0.161,0.457,80.007,185453,4
